track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
263,All Time Low,"So Wrong, It's Right",Remembering Sunday,57,256733,False,0.45,0.602,6,-4.801,0,0.0264,0.15,0.0,0.141,0.316,170.043,4,"modern rock, neon pop punk, pop emo, pop punk"
264,All Time Low,Tell Me I'm Alive,Sleepwalking,53,187344,False,0.514,0.671,11,-3.206,0,0.0309,0.022,0.0,0.0909,0.524,88.017,4,"modern rock, neon pop punk, pop emo, pop punk"
265,All Time Low,Don't Panic: It's Longer Now!,A Love Like War (feat. Vic Fuentes),56,213740,False,0.475,0.987,5,-3.515,0,0.121,0.00028,2.4e-06,0.335,0.632,162.005,4,"modern rock, neon pop punk, pop emo, pop punk"
266,All Time Low,Nothing Personal (Deluxe Version),Break Your Little Heart,55,171706,False,0.417,0.951,1,-3.006,1,0.0499,0.00295,0.0,0.335,0.643,147.944,4,"modern rock, neon pop punk, pop emo, pop punk"
267,Arcángel,X'CLUSIVO (REMIX),X'CLUSIVO - REMIX,77,208133,True,0.813,0.552,6,-6.328,1,0.0769,0.0702,0.000195,0.0542,0.773,146.953,4,"latin hip hop, reggaeton, trap latino, urbano latino"
268,Arcángel,Sr. Santos,La Jumpa,70,255693,True,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06,4,"latin hip hop, reggaeton, trap latino, urbano latino"
269,Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),76,264000,True,0.815,0.514,6,-9.446,0,0.361,0.54,0.0,0.611,0.623,120.054,4,"latin hip hop, reggaeton, trap latino, urbano latino"
270,Arcángel,"Sentimiento, Elegancia y Maldad",Hace Mucho Tiempo,65,171333,False,0.687,0.782,8,-5.571,0,0.072,0.629,3.15e-05,0.106,0.72,89.978,4,"latin hip hop, reggaeton, trap latino, urbano latino"
271,Arcángel,El Fenomeno,Pa' Que La Pases Bien,75,214120,False,0.897,0.755,9,-5.684,0,0.144,0.00758,0.000451,0.264,0.567,110.008,4,"latin hip hop, reggaeton, trap latino, urbano latino"
272,Arcángel,"Sentimiento, Elegancia y Más Maldad",ALV,74,224285,False,0.6,0.831,5,-3.858,1,0.0476,0.299,0.0,0.234,0.652,178.245,4,"latin hip hop, reggaeton, trap latino, urbano latino"
273,Arcángel,Si Se da Remix,Si Se Da - Remix,74,332240,True,0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999,4,"latin hip hop, reggaeton, trap latino, urbano latino"
274,Arcángel,Me Prefieres A Mi,Me Prefieres A Mi,73,195657,False,0.726,0.604,7,-8.127,1,0.0846,0.546,2.71e-05,0.913,0.788,80.994,4,"latin hip hop, reggaeton, trap latino, urbano latino"
275,Arcángel,Me Ama Me Odia,Me Ama Me Odia,72,326936,False,0.735,0.603,6,-9.474,0,0.203,0.226,3.56e-05,0.0844,0.429,135.993,4,"latin hip hop, reggaeton, trap latino, urbano latino"
276,Arcángel,ÉXODO,PESO COMPLETO,67,193714,True,0.783,0.701,1,-5.455,1,0.132,0.283,0.000781,0.643,0.52,140.04,4,"latin hip hop, reggaeton, trap latino, urbano latino"
277,A Day To Remember,Homesick,The Downfall Of Us All,68,209093,False,0.588,0.881,0,-4.62,1,0.0666,0.000252,0.0,0.326,0.709,129.947,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
278,A Day To Remember,Homesick,If It Means A Lot To You,67,243226,False,0.584,0.536,10,-8.158,1,0.0279,0.112,0.0,0.456,0.441,127.001,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
279,A Day To Remember,What Separates Me From You,All I Want,66,202640,False,0.349,0.981,2,-3.228,0,0.141,2.58e-05,0.0,0.343,0.207,160.042,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
280,A Day To Remember,Homesick,"I'm Made Of Wax, Larry, What Are You Made Of?",64,180840,False,0.241,0.97,10,-4.246,0,0.104,7.35e-05,0.0,0.904,0.621,159.93,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
281,A Day To Remember,What Separates Me From You,All Signs Point To Lauderdale,64,197200,True,0.425,0.983,10,-3.437,1,0.114,0.000263,0.0,0.114,0.513,149.95,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
282,A Day To Remember,Homesick,Have Faith In Me,63,188813,False,0.507,0.933,0,-4.7,1,0.0869,7e-05,0.0,0.105,0.715,149.996,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
283,A Day To Remember,Homesick,Mr. Highway's Thinking About The End,62,255826,False,0.301,0.916,10,-6.218,0,0.0919,0.000132,1.84e-05,0.293,0.451,150.091,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
284,A Day To Remember,For Those Who Have Heart (Deluxe Edition),Since U Been Gone,61,198266,False,0.625,0.951,3,-5.209,1,0.0494,0.00497,0.0,0.107,0.721,128.01,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
285,A Day To Remember,Miracle,Miracle,61,243977,True,0.463,0.917,7,-3.776,1,0.13,0.000266,1.8e-05,0.0872,0.369,160.028,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
286,A Day To Remember,You're Welcome,Resentment,58,227266,False,0.496,0.955,9,-3.607,0,0.196,8.3e-05,9.64e-05,0.0549,0.143,122.956,4,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
287,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,83,228706,False,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,4,"neo soul, pop, r&b"
288,Alicia Keys,Confessions (Expanded Edition),My Boo,81,223440,False,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,4,"neo soul, pop, r&b"
289,Alicia Keys,No One (Remixes),No One,74,254523,False,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098,4,"neo soul, pop, r&b"
290,Alicia Keys,Songs In A Minor,Fallin',76,210200,False,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,4,"neo soul, pop, r&b"
291,Alicia Keys,Girl on Fire (Remixes) - EP,Girl on Fire,75,224920,False,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,4,"neo soul, pop, r&b"
292,Alicia Keys,Un-thinkable (I'm Ready) (feat. Drake) [Remix],Un-thinkable (I'm Ready) (feat. Drake) - Remix,70,282026,False,0.531,0.603,7,-6.242,1,0.0944,0.728,0.0,0.11,0.228,86.162,4,"neo soul, pop, r&b"
293,Alicia Keys,The Element Of Freedom,Empire State of Mind (Part II) Broken Down,69,216480,False,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,4,"neo soul, pop, r&b"
294,Alicia Keys,The Diary Of Alicia Keys,You Don't Know My Name,66,366733,False,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,4,"neo soul, pop, r&b"
295,Alicia Keys,The Element Of Freedom,Un-thinkable (I'm Ready),66,249240,False,0.596,0.505,7,-7.892,1,0.0619,0.732,1.97e-05,0.106,0.335,86.097,4,"neo soul, pop, r&b"
296,Alicia Keys,In The Lonely Hour - 10th Anniversary Edition,I’m Not The Only One (feat. Alicia Keys),64,220253,False,0.449,0.444,4,-7.248,1,0.0416,0.755,6.88e-05,0.267,0.138,81.222,4,"neo soul, pop, r&b"
297,Ayesha Erotica,Big Juicy,Emo Boy,73,154096,True,0.699,0.698,11,-11.665,0,0.167,0.00534,0.0,0.267,0.601,133.972,4,unknown
298,Ayesha Erotica,Fresh Meat,Yummy,70,160940,True,0.776,0.659,10,-12.282,0,0.351,0.0127,0.00035,0.0424,0.656,91.067,4,unknown
299,Ayesha Erotica,BREAK A NECK (w/ Ayesha Erotica),BREAK A NECK (w/ Ayesha Erotica),69,116330,True,0.705,0.729,8,-5.028,1,0.143,0.000271,0.0682,0.229,0.632,159.012,4,unknown
300,Ayesha Erotica,THE BADDEST (BADDER) [feat. Ayesha Erotica],THE BADDEST (BADDER) [feat. Ayesha Erotica],69,143994,True,0.844,0.892,1,-0.892,1,0.312,0.0104,0.0,0.75,0.755,119.967,4,unknown
301,Ayesha Erotica,Yummy (Righteous Remix),Yummy - Righteous Remix,68,164001,True,0.586,0.578,5,-10.113,0,0.0431,0.00133,0.871,0.136,0.3,82.004,4,unknown
302,Ayesha Erotica,Fresh Meat,Literal Legend,68,164728,True,0.632,0.81,7,-4.289,1,0.246,0.0141,7.42e-05,0.0863,0.832,137.031,4,unknown
303,Ayesha Erotica,Big Juicy,Big Juicy,63,205191,True,0.787,0.47,1,-10.623,1,0.243,0.000717,0.0,0.12,0.965,137.954,4,unknown
304,Ayesha Erotica,Big Juicy,Sixteen,63,131982,True,0.836,0.734,8,-12.171,1,0.0762,0.00403,0.0,0.0586,0.813,131.068,4,unknown
305,Ayesha Erotica,Vacation Bible School,Vacation Bible School,62,291692,True,0.628,0.605,11,-11.536,0,0.198,0.103,0.0,0.0599,0.667,130.014,4,unknown
306,Ayesha Erotica,Barely Legal,Where You @,62,164307,True,0.514,0.735,1,-13.277,1,0.357,0.0232,0.0,0.0422,0.522,66.147,4,unknown
307,Young Thug,HEROES & VILLAINS,Trance (with Travis Scott & Young Thug),82,194786,True,0.765,0.552,1,-7.524,0,0.309,0.175,0.0,0.193,0.492,119.476,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
308,Young Thug,100 GIGS,It's Up (feat. Young Thug & 21 Savage),82,278000,True,0.782,0.719,1,-4.863,1,0.115,0.0311,0.0,0.157,0.304,139.941,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
309,Young Thug,RIVER,RIVER,57,247272,True,0.709,0.415,1,-10.811,1,0.0876,0.203,0.0,0.146,0.292,131.929,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
310,Young Thug,pick up the phone,pick up the phone,70,252262,True,0.706,0.716,7,-4.263,0,0.0768,0.115,0.0,0.316,0.459,136.904,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
311,Young Thug,Slime & B,Go Crazy,73,176960,True,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
312,Young Thug,So Much Fun (Deluxe),Hot (Remix) [feat. Gunna and Travis Scott],72,279906,True,0.845,0.631,7,-8.206,0,0.216,0.188,0.0,0.0806,0.545,111.983,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
313,Young Thug,Certified Lover Boy,Way 2 Sexy (with Future & Young Thug),71,257604,True,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
314,Young Thug,UTOPIA,SKITZO (feat. Young Thug),71,366592,True,0.472,0.551,5,-7.219,0,0.25,0.103,0.0,0.345,0.347,83.25,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
315,Young Thug,So Much Fun,The London (feat. J. Cole & Travis Scott),65,200186,True,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
316,Young Thug,Slime Season 3,Digits,69,176386,True,0.769,0.632,10,-4.228,0,0.0537,0.0325,0.0,0.116,0.294,131.932,4,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
317,Avicii,True,Wake Me Up,86,247426,False,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,"dance pop, edm, pop, pop dance"
318,Avicii,The Days / Nights,The Nights,85,176658,False,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4,"dance pop, edm, pop, pop dance"
319,Avicii,Stories,Waiting For Love,80,230613,False,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,4,"dance pop, edm, pop, pop dance"
320,Avicii,Levels,Levels - Radio Edit,79,199906,False,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,4,"dance pop, edm, pop, pop dance"
321,Avicii,True,Hey Brother,78,255093,False,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4,"dance pop, edm, pop, pop dance"
322,Avicii,AVĪCI - 01,Without You (feat. Sandro Cavazza),77,181672,True,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,4,"dance pop, edm, pop, pop dance"
323,Avicii,True,Addicted To You,73,148386,False,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,4,"dance pop, edm, pop, pop dance"
324,Avicii,I Could Be The One [Avicii vs Nicky Romero],I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,62,208320,False,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,4,"dance pop, edm, pop, pop dance"
325,Avicii,TIM,SOS (feat. Aloe Blacc),70,157202,False,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,4,"dance pop, edm, pop, pop dance"
326,Avicii,AVĪCI - 01,Lonely Together (feat. Rita Ora),70,181812,False,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,4,"dance pop, edm, pop, pop dance"
327,aespa,Armageddon - The 1st Album,Supernova,75,178880,False,0.744,0.747,11,-4.281,0,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077,4,k-pop girl group
328,aespa,Armageddon - The 1st Album,Armageddon,78,196466,False,0.695,0.789,9,-2.05,1,0.0671,0.0651,1.39e-06,0.168,0.469,91.991,4,k-pop girl group
329,aespa,Drama - The 4th Mini Album,Drama,81,214973,False,0.644,0.872,6,-1.54,0,0.0417,0.164,0.0,0.363,0.378,131.016,4,k-pop girl group
330,aespa,iScreaM Vol.26 : Spicy Remix,Spicy,70,197040,False,0.757,0.898,11,-1.247,0,0.0667,0.0138,0.0,0.0703,0.842,114.949,4,k-pop girl group
331,aespa,Savage - The 1st Mini Album,Savage,72,238143,False,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,4,k-pop girl group
332,aespa,Next Level,Next Level,71,221573,False,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4,k-pop girl group
333,aespa,Girls - The 2nd Mini Album,Black Mamba,67,174933,False,0.612,0.912,2,-2.853,1,0.0796,0.064,0.000799,0.0843,0.472,90.006,4,k-pop girl group
334,aespa,Hold On Tight,Hold On Tight,70,149718,False,0.586,0.816,7,-6.331,1,0.283,0.0911,2.81e-06,0.235,0.265,119.8,4,k-pop girl group
335,aespa,Armageddon - The 1st Album,Live My Life,61,159133,False,0.687,0.879,10,-3.459,1,0.0378,0.203,1.53e-06,0.0814,0.801,136.995,4,k-pop girl group
336,aespa,Hot Mess,Hot Mess,68,192375,False,0.709,0.602,7,-5.054,1,0.273,0.12,6.3e-05,0.312,0.844,159.971,4,k-pop girl group
337,El Alfa,ESTE,ESTE,78,162058,False,0.921,0.682,2,-4.641,1,0.199,0.0425,0.0,0.175,0.391,102.969,4,"dembow, rap dominicano, trap latino, urbano latino"
338,El Alfa,4K,4K,75,201500,False,0.918,0.893,3,-4.585,0,0.142,0.346,0.012,0.118,0.802,120.012,4,"dembow, rap dominicano, trap latino, urbano latino"
339,El Alfa,Tacata (Remix),Tacata (Remix),75,156716,True,0.922,0.678,9,-6.016,1,0.146,0.377,0.00279,0.412,0.58,134.012,4,"dembow, rap dominicano, trap latino, urbano latino"
340,El Alfa,SAGITARIO,La Mamá de la Mamá,73,219000,False,0.921,0.927,11,-3.025,1,0.104,0.284,0.0033,0.72,0.797,129.971,4,"dembow, rap dominicano, trap latino, urbano latino"
341,El Alfa,SAGITARIO,Los Aparatos,70,232843,False,0.868,0.878,1,-3.294,1,0.038,0.0509,0.00052,0.0857,0.899,112.987,4,"dembow, rap dominicano, trap latino, urbano latino"
342,El Alfa,Mis Manos,BEBÉ,71,197284,False,0.862,0.72,4,-4.155,1,0.0361,0.476,0.0,0.0543,0.967,129.993,4,"dembow, rap dominicano, trap latino, urbano latino"
343,El Alfa,X 100PRE,La Romana,72,300579,True,0.654,0.726,0,-5.497,1,0.194,0.0328,0.0027,0.06,0.33,125.855,4,"dembow, rap dominicano, trap latino, urbano latino"
344,El Alfa,El Hombre,Suave (Remix),69,305526,False,0.875,0.909,9,-3.558,1,0.076,0.14,0.00185,0.0616,0.524,119.999,4,"dembow, rap dominicano, trap latino, urbano latino"
345,El Alfa,PLEBADA,PLEBADA,69,221739,False,0.848,0.976,9,-2.008,1,0.0799,0.286,0.000801,0.349,0.767,115.072,4,"dembow, rap dominicano, trap latino, urbano latino"
346,El Alfa,El Androide,Besalo,69,163265,False,0.765,0.79,4,-2.129,0,0.0488,0.394,0.000487,0.142,0.613,147.03,4,"dembow, rap dominicano, trap latino, urbano latino"
347,Alanis Morissette,Jagged Little Pill - 2015 Remaster,Ironic - 2015 Remaster,73,230000,False,0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
348,Alanis Morissette,Jagged Little Pill - 2015 Remaster,You Oughta Know - 2015 Remaster,68,249493,True,0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
349,Alanis Morissette,Jagged Little Pill - 2015 Remaster,Hand in My Pocket - 2015 Remaster,68,222013,False,0.657,0.655,0,-8.3,1,0.0248,0.135,0.00303,0.102,0.668,92.259,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
350,Alanis Morissette,Jagged Little Pill - 2015 Remaster,Head over Feet - 2015 Remaster,64,267293,False,0.482,0.808,0,-7.176,1,0.065,0.0562,0.0,0.202,0.438,79.599,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
351,Alanis Morissette,Supposed Former Infatuation Junkie,Thank U,64,258773,False,0.672,0.616,0,-5.764,1,0.0258,0.379,2.73e-05,0.0887,0.566,92.094,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
352,Alanis Morissette,Jagged Little Pill - 2015 Remaster,You Learn - 2015 Remaster,61,239640,False,0.401,0.706,8,-7.554,1,0.0404,0.00415,0.0,0.0916,0.458,168.669,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
353,Alanis Morissette,The Collection (Standard Edition),Uninvited,57,276200,False,0.38,0.538,2,-5.493,1,0.0313,0.0223,0.00487,0.094,0.193,127.416,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
354,Alanis Morissette,Under Rug Swept,Hands Clean,59,269400,False,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
355,Alanis Morissette,Jagged Little Pill - 2015 Remaster,All I Really Want - 2015 Remaster,55,284093,False,0.562,0.896,10,-7.974,0,0.203,0.0117,0.0,0.322,0.362,93.378,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
356,Alanis Morissette,The Collection (Standard Edition),Crazy - James Michael Mix,53,218760,False,0.621,0.899,7,-6.379,1,0.0533,0.0373,0.0033,0.162,0.482,104.995,4,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
357,AURORA,All My Demons Greeting Me as a Friend (Deluxe),Runaway,71,248826,False,0.459,0.276,11,-10.339,1,0.036,0.63,9.5e-05,0.104,0.128,114.169,4,"art pop, norwegian pop"
358,AURORA,Frozen 2 - Original Motion Picture Soundtrack/Deluxe Edition,Into the Unknown,73,194848,False,0.321,0.405,10,-8.533,0,0.0412,0.849,0.000544,0.138,0.274,146.072,4,"art pop, norwegian pop"
359,AURORA,The Gods We Can Touch,Cure For Me,62,201640,False,0.726,0.738,6,-6.589,0,0.0602,0.102,2.17e-05,0.0882,0.414,115.904,4,"art pop, norwegian pop"
360,AURORA,All My Demons Greeting Me as a Friend (Deluxe),Running with the Wolves,60,194760,False,0.539,0.528,5,-6.719,1,0.0546,0.246,6.65e-05,0.221,0.456,164.024,4,"art pop, norwegian pop"
361,AURORA,Butterflies (feat. AURORA),Butterflies (feat. AURORA),65,130666,False,0.326,0.157,4,-16.287,0,0.0415,0.971,0.138,0.191,0.3,178.711,4,"art pop, norwegian pop"
362,AURORA,What Happened To The Heart?,Starvation,55,207613,False,0.689,0.808,5,-5.31,0,0.188,0.25,0.000256,0.123,0.389,145.935,4,"art pop, norwegian pop"
363,AURORA,What Happened To The Heart?,To Be Alright,54,245640,False,0.581,0.606,9,-8.335,1,0.0399,0.0347,0.00221,0.34,0.344,128.004,4,"art pop, norwegian pop"
364,AURORA,What Happened To The Heart?,Some Type Of Skin,52,191333,False,0.534,0.557,3,-7.423,1,0.0361,0.446,0.258,0.111,0.225,132.039,4,"art pop, norwegian pop"
365,AURORA,What Happened To The Heart?,Your Blood,52,247493,False,0.604,0.696,0,-4.735,1,0.0256,0.0601,0.000326,0.114,0.315,130.077,4,"art pop, norwegian pop"
366,AURORA,The Gods We Can Touch,Everything Matters,52,213906,False,0.552,0.323,7,-9.773,0,0.0441,0.67,5.02e-05,0.0688,0.353,160.377,4,"art pop, norwegian pop"
367,Asake,Lungu Boy,Active,73,172597,True,0.869,0.64,5,-7.677,0,0.0424,0.011,0.00119,0.0747,0.535,112.984,4,"afrobeats, nigerian pop"
368,Asake,Lungu Boy,Wave,69,205879,False,0.562,0.903,1,-4.778,1,0.126,0.2,0.0,0.249,0.313,113.984,4,"afrobeats, nigerian pop"
369,Asake,Lungu Boy,MMS,74,219628,False,0.502,0.634,8,-3.367,0,0.144,0.677,0.0341,0.188,0.645,101.837,4,"afrobeats, nigerian pop"
370,Asake,Work Of Art,Lonely At The Top,73,157714,False,0.778,0.801,6,-7.326,0,0.106,0.692,0.000155,0.0912,0.914,104.986,4,"afrobeats, nigerian pop"
371,Asake,Playboy,Bandana,70,178225,True,0.818,0.605,1,-7.121,1,0.038,0.293,0.0116,0.0696,0.366,104.931,4,"afrobeats, nigerian pop"
372,Asake,Stubborn,Stubborn (with Asake),66,176333,False,0.786,0.757,9,-8.05,0,0.149,0.416,5.39e-06,0.0951,0.879,109.986,4,"afrobeats, nigerian pop"
373,Asake,Happiness (feat. Asake & Gunna),Happiness (feat. Asake & Gunna),70,174743,False,0.806,0.744,10,-5.377,0,0.0392,0.187,0.395,0.104,0.765,104.991,4,"afrobeats, nigerian pop"
374,Asake,Mr. Money With The Vibe,Terminator,69,155897,False,0.829,0.657,0,-6.802,1,0.0648,0.235,5.27e-05,0.0937,0.811,116.984,4,"afrobeats, nigerian pop"
375,Asake,Work Of Art,Remember,70,182142,False,0.755,0.675,10,-6.973,1,0.0918,0.512,1.41e-06,0.117,0.783,112.049,4,"afrobeats, nigerian pop"
376,Asake,Work Of Art,Amapiano,68,165000,True,0.852,0.599,5,-8.608,0,0.091,0.245,0.0,0.151,0.668,111.992,4,"afrobeats, nigerian pop"
377,Alan Jackson,A Lot About Livin' (And A Little 'Bout Love),Chattahoochee,74,148160,False,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,4,country
378,Alan Jackson,Greatest Hits Volume II,It's Five O'Clock Somewhere,71,229800,False,0.714,0.774,2,-6.713,1,0.0367,0.219,0.0,0.203,0.887,125.199,4,country
379,Alan Jackson,Everything I Love,Little Bitty,70,158626,False,0.571,0.818,4,-6.539,1,0.0415,0.151,0.0,0.348,0.728,163.045,4,country
380,Alan Jackson,Drive,Drive (For Daddy Gene),65,242733,False,0.713,0.579,11,-8.066,1,0.0413,0.338,0.0,0.174,0.511,125.179,4,country
381,Alan Jackson,Good Time,Good Time,66,306773,False,0.652,0.767,9,-10.445,1,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,4,country
382,Alan Jackson,Who I Am,Gone Country,59,260493,False,0.673,0.679,7,-7.337,1,0.0254,0.0875,0.0,0.0752,0.612,125.607,4,country
383,Alan Jackson,Who I Am,Livin' On Love,57,229560,False,0.724,0.55,9,-9.767,1,0.0268,0.141,4.55e-06,0.0639,0.67,118.557,4,country
384,Alan Jackson,Don`t Rock The Jukebox,Don't Rock the Jukebox,64,171066,False,0.641,0.637,7,-10.92,1,0.0262,0.0495,0.000138,0.267,0.793,147.502,4,country
385,Alan Jackson,Greatest Hits Volume II,Remember When,50,270600,False,0.561,0.313,2,-10.624,1,0.029,0.711,0.000306,0.248,0.276,125.522,4,country
386,Alan Jackson,Here In The Real World,Chasin' That Neon Rainbow,58,185373,False,0.726,0.565,7,-10.355,1,0.033,0.21,0.0,0.0941,0.849,149.004,4,country
387,Ed Sheeran,÷ (Deluxe),Perfect,85,263400,False,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,4,"pop, singer-songwriter pop, uk pop"
388,Ed Sheeran,÷ (Deluxe),Shape of You,85,233712,False,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,"pop, singer-songwriter pop, uk pop"
389,Ed Sheeran,x - Wembley Edition,Photograph,64,258986,False,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,"pop, singer-songwriter pop, uk pop"
390,Ed Sheeran,=,Shivers,82,207853,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,"pop, singer-songwriter pop, uk pop"
391,Ed Sheeran,x - Wembley Edition,Thinking out Loud,64,281560,False,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,4,"pop, singer-songwriter pop, uk pop"
392,Ed Sheeran,=,Bad Habits,80,230746,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,"pop, singer-songwriter pop, uk pop"
393,Ed Sheeran,No.6 Collaborations Project,I Don't Care (with Justin Bieber),72,219946,False,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,4,"pop, singer-songwriter pop, uk pop"
394,Ed Sheeran,Familia,Bam Bam (feat. Ed Sheeran),71,206070,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,"pop, singer-songwriter pop, uk pop"
395,Ed Sheeran,÷ (Deluxe),Castle on the Hill,77,261153,False,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4,"pop, singer-songwriter pop, uk pop"
396,Ed Sheeran,÷ (Deluxe),Galway Girl,77,170826,False,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,4,"pop, singer-songwriter pop, uk pop"
397,Aphex Twin,Drukqs,QKThr,71,87466,False,0.451,0.0223,1,-26.117,1,0.0461,0.993,0.768,0.13,0.0573,79.042,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
398,Aphex Twin,Drukqs,Avril 14th,64,125520,False,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
399,Aphex Twin,Selected Ambient Works 85-92,Xtal,61,293751,False,0.51,0.505,9,-13.053,0,0.0344,0.342,0.96,0.117,0.318,114.532,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
