track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
400,Aphex Twin,Selected Ambient Works Volume II,#3,61,464293,False,0.159,0.071,6,-27.109,0,0.0409,0.911,0.856,0.107,0.0602,146.977,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
401,Aphex Twin,Syro,aisatsana [102],58,321880,False,0.26,0.01,4,-32.894,0,0.0359,0.98,0.843,0.131,0.0349,101.39,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
402,Aphex Twin,Come To Daddy,Flim,57,177093,False,0.71,0.734,0,-14.932,0,0.052,0.513,0.836,0.0701,0.4,147.98,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
403,Aphex Twin,#19,#19,56,614592,False,0.118,0.117,1,-23.177,1,0.0581,0.865,0.903,0.0954,0.0529,78.095,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
404,Aphex Twin,Selected Ambient Works 85-92,I,56,77346,False,0.183,0.0896,2,-27.54,1,0.0486,0.989,0.899,0.107,0.0326,76.923,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
405,Aphex Twin,Syro,180db_ [130],55,191466,False,0.828,0.61,1,-7.305,1,0.0648,0.00104,0.894,0.0792,0.566,130.064,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
406,Aphex Twin,...I Care Because You Do,Alberto Balsalm,55,310746,False,0.791,0.599,3,-13.648,1,0.145,0.315,0.928,0.111,0.57,93.988,4,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
407,Jason Derulo,Everything Is 4,Want to Want Me,77,207719,False,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,4,"dance pop, pop"
408,Jason Derulo,Jason Derulo,Whatcha Say,67,221253,False,0.615,0.711,11,-5.507,1,0.078,0.0444,0.0,0.145,0.711,144.034,4,"dance pop, pop"
409,Jason Derulo,Talk Dirty,Talk Dirty (feat. 2 Chainz),65,177685,True,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,4,"dance pop, pop"
410,Jason Derulo,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),72,171374,True,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,4,"dance pop, pop"
411,Jason Derulo,Nu King,Swalla (feat. Nicki Minaj & Ty Dolla $ign),65,216408,True,0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043,4,"dance pop, pop"
412,Jason Derulo,Nu King,Acapulco,65,139672,False,0.77,0.799,10,-4.218,1,0.0512,0.0351,0.0,0.141,0.465,122.091,4,"dance pop, pop"
413,Jason Derulo,Nu King,Take You Dancing,62,190306,False,0.78,0.687,2,-5.22,1,0.0468,0.0411,0.0,0.0701,0.741,112.975,4,"dance pop, pop"
414,Jason Derulo,Jason Derulo,In My Head,63,198960,False,0.762,0.733,0,-4.175,0,0.0326,0.027,0.0,0.498,0.849,110.001,4,"dance pop, pop"
415,Jason Derulo,From the Islands (kompa pasión),From the Islands (kompa pasión),70,168871,False,0.682,0.85,11,-4.242,0,0.0497,0.0185,0.0,0.102,0.174,98.982,4,"dance pop, pop"
416,Jason Derulo,Nu King,Spicy Margarita,67,154376,False,0.714,0.825,6,-4.89,0,0.0875,0.0111,0.0,0.25,0.658,129.953,4,"dance pop, pop"
417,Alan Walker,Different World,Faded,81,212106,False,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4,electro house
418,Alan Walker,World Of Walker,On My Way,72,193959,True,0.522,0.697,1,-5.288,0,0.103,0.0291,0.0,0.319,0.235,169.775,4,electro house
419,Alan Walker,World Of Walker,"Alone, Pt. II",73,179052,False,0.673,0.659,3,-4.493,0,0.0439,0.539,0.0,0.129,0.628,88.011,4,electro house
420,Alan Walker,"Better Off (Alone, Pt. III)","Better Off (Alone, Pt. III)",62,151702,False,0.51,0.691,9,-5.199,0,0.0449,0.0321,0.0,0.151,0.372,129.852,4,electro house
421,Alan Walker,Different World,Alone,74,160426,False,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,4,electro house
422,Alan Walker,Issues (Alan Walker Remix),Issues - Alan Walker Remix,57,181000,True,0.752,0.774,8,-4.379,1,0.0532,0.142,8.3e-06,0.0993,0.625,113.935,4,electro house
423,Alan Walker,Different World,Darkside,72,211680,False,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,4,electro house
424,Alan Walker,Barcelona,Barcelona,72,205086,False,0.645,0.89,6,-4.985,1,0.128,0.259,9.38e-06,0.376,0.421,126.881,4,electro house
425,Alan Walker,The Spectre,The Spectre,72,193787,False,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,4,electro house
426,Alan Walker,Different World,Lily,71,195840,False,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,4,electro house
427,Alvvays,Alvvays,"Archie, Marry Me",62,196560,False,0.268,0.829,7,-4.592,1,0.0743,0.00986,0.434,0.142,0.203,117.351,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
428,Alvvays,Antisocialites,Dreams Tonite,60,196026,False,0.51,0.622,2,-5.727,1,0.0242,0.0108,4.11e-06,0.127,0.424,99.934,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
429,Alvvays,Alvvays,Adult Diversion,55,207640,False,0.328,0.948,8,-4.355,1,0.071,0.0355,0.515,0.126,0.469,177.329,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
430,Alvvays,Blue Rev,Tile By Tile,52,178046,False,0.469,0.727,1,-6.783,1,0.0364,0.525,0.747,0.11,0.214,116.219,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
431,Alvvays,Antisocialites,In Undertow,51,197186,False,0.359,0.691,1,-2.626,1,0.0438,0.000112,0.00167,0.101,0.311,116.888,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
432,Alvvays,Blue Rev,After The Earthquake,49,185276,False,0.322,0.899,4,-4.459,1,0.0931,0.009,9.63e-06,0.591,0.406,165.931,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
433,Alvvays,Antisocialites,Not My Baby,50,256413,False,0.344,0.645,0,-4.363,1,0.035,0.0291,0.315,0.0988,0.125,150.852,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
434,Alvvays,Alvvays,Atop a Cake,50,199573,False,0.283,0.837,4,-3.863,1,0.0529,0.33,0.492,0.346,0.453,167.387,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
435,Alvvays,Alvvays,Ones Who Love You,49,227240,False,0.49,0.647,2,-5.931,1,0.0335,0.448,0.888,0.0923,0.43,117.045,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
436,Alvvays,Alvvays,Next of Kin,48,228453,False,0.33,0.895,9,-4.488,1,0.0485,0.363,0.753,0.265,0.609,160.936,4,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
437,Ava Max,KYGO,Whatever,76,178273,False,0.58,0.77,0,-5.724,0,0.0579,0.117,0.0,0.334,0.624,108.0,4,pop
438,Ava Max,Heaven & Hell,Sweet but Psycho,80,187436,False,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4,pop
439,Ava Max,DRIVE,The Motto,71,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,pop
440,Ava Max,Heaven & Hell,Kings & Queens,78,162398,False,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4,pop
441,Ava Max,World Of Walker,"Alone, Pt. II",73,179052,False,0.673,0.659,3,-4.493,0,0.0439,0.539,0.0,0.129,0.628,88.011,4,pop
442,Ava Max,Car Keys (Ayla),Car Keys (Ayla),74,147211,False,0.719,0.959,9,-5.29,0,0.125,0.341,0.0,0.255,0.522,126.031,4,pop
443,Ava Max,Heaven & Hell,My Head & My Heart,73,174760,False,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,4,pop
444,Ava Max,Heaven & Hell,So Am I,72,183026,False,0.681,0.657,6,-4.671,1,0.0432,0.0748,0.0,0.353,0.628,130.089,4,pop
445,Ava Max,Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),70,186022,True,0.504,0.788,3,-4.113,0,0.214,0.0132,0.0,0.363,0.228,169.907,4,pop
446,Ava Max,My Oh My,My Oh My,70,156155,False,0.691,0.856,11,-3.899,1,0.0383,0.0174,4.76e-05,0.111,0.638,117.081,4,pop
447,Alice Cooper,Trash,Poison,71,270080,False,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
448,Alice Cooper,School's Out,School's Out,68,210106,False,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
449,Alice Cooper,Billion Dollar Babies (Deluxe Reissue),No More Mr. Nice Guy,58,187893,False,0.498,0.515,11,-11.985,0,0.0395,0.0936,0.0,0.1,0.616,127.765,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
450,Alice Cooper,Love It to Death,I'm Eighteen,55,180760,False,0.618,0.413,4,-14.164,0,0.0302,0.249,0.0517,0.131,0.531,97.84,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
451,Alice Cooper,Hey Stoopid,Feed My Frankenstein,51,284693,False,0.531,0.917,0,-8.033,1,0.0554,0.00362,0.000347,0.239,0.393,101.829,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
452,Alice Cooper,Alice Cooper Goes to Hell,I'm Always Chasing Rainbows,49,128333,False,0.466,0.339,10,-13.081,1,0.0369,0.305,0.000524,0.202,0.323,113.687,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
453,Alice Cooper,Trash,Bed of Nails,48,259986,False,0.252,0.971,10,-5.597,0,0.1,0.00295,5.04e-05,0.528,0.305,137.497,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
454,Alice Cooper,Hey Stoopid,Hey Stoopid,47,273933,False,0.47,0.939,7,-7.782,0,0.0599,0.00511,0.00102,0.51,0.3,129.896,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
455,Alice Cooper,Alice Cooper Goes to Hell,I Never Cry,46,224600,False,0.553,0.284,0,-15.602,1,0.0317,0.45,3.48e-06,0.114,0.374,136.112,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
456,Alice Cooper,Killer,Under My Wheels,46,171560,False,0.239,0.798,5,-13.952,1,0.0671,0.000485,0.376,0.141,0.292,141.228,4,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock"
457,Alfredo Olivas,ALFA & OMEGA,Vete,78,185240,False,0.626,0.708,5,-7.097,1,0.0556,0.442,3.04e-06,0.137,0.883,168.162,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
458,Alfredo Olivas,Así Es Esto,El Precio De La Soledad,77,186360,False,0.715,0.846,10,-3.665,1,0.18,0.129,2.57e-06,0.084,0.909,95.426,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
459,Alfredo Olivas,El Día De Los Muertos,El Vals Del Olvido,76,209266,False,0.725,0.47,7,-4.764,0,0.0381,0.406,0.0,0.0624,0.931,105.965,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
460,Alfredo Olivas,Tengo Claro,Tengo Claro,76,191681,False,0.801,0.597,3,-7.105,1,0.0317,0.258,1.43e-05,0.0923,0.965,112.978,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
461,Alfredo Olivas,La Rueda De La Fortuna,El Paciente,75,211266,False,0.707,0.713,3,-3.609,1,0.0367,0.316,0.0,0.114,0.973,142.003,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
462,Alfredo Olivas,ALFA & OMEGA,Yo Todo Lo Doy,74,202453,False,0.597,0.725,2,-6.686,0,0.136,0.306,0.000161,0.3,0.8,189.96,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
463,Alfredo Olivas,La Rueda De La Fortuna,En Definitiva,74,216266,False,0.696,0.669,6,-4.509,0,0.0386,0.304,0.0,0.0953,0.62,139.998,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
464,Alfredo Olivas,ALFA & OMEGA,No,73,187240,False,0.666,0.7,9,-6.592,1,0.0554,0.0683,0.0,0.144,0.749,160.014,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
465,Alfredo Olivas,El Día De Los Muertos,El Sillón,71,199293,False,0.774,0.595,2,-4.267,0,0.0345,0.175,1.38e-05,0.187,0.934,115.035,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
466,Alfredo Olivas,La Rueda De La Fortuna,Seguramente,70,196666,False,0.805,0.845,7,-3.577,1,0.031,0.368,0.0,0.15,0.96,99.988,4,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno"
467,alex_g_offline,1234,I Wait for You,75,158104,False,0.594,0.304,7,-14.389,1,0.036,0.956,0.00579,0.119,0.308,122.636,4,unknown
468,alex_g_offline,1234,Break,74,177028,False,0.473,0.452,9,-14.238,1,0.0267,0.0316,0.859,0.119,0.48,79.318,4,unknown
469,alex_g_offline,1234,Pretend,73,359769,False,0.611,0.703,9,-2.924,1,0.0282,0.0541,1.29e-06,0.105,0.358,116.11,4,unknown
470,alex_g_offline,1234,Sometimes,69,152102,False,0.665,0.388,10,-16.208,1,0.0432,0.851,0.806,0.0757,0.882,111.148,4,unknown
471,Christina Aguilera,Feel Good Music,Moves Like Jagger - Studio Recording From The Voice Performance,49,202986,False,0.728,0.734,9,-5.12,1,0.0451,0.0135,0.0,0.31,0.637,128.009,4,"dance pop, pop"
472,Christina Aguilera,Global Warming: Meltdown (Deluxe Version),Feel This Moment (feat. Christina Aguilera),79,229506,False,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,4,"dance pop, pop"
473,Christina Aguilera,Christina Aguilera (Expanded Edition),Genie In a Bottle,78,217573,False,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,4,"dance pop, pop"
474,Christina Aguilera,Is There Anybody Out There?,Say Something,69,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,4,"dance pop, pop"
475,Christina Aguilera,Lady Marmalade,Lady Marmalade - Single Edit,67,267960,False,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,4,"dance pop, pop"
476,Christina Aguilera,El Ultimo Adiós,El Ultimo Adiós - Varios Artistas Version,70,237466,False,0.296,0.572,1,-7.818,1,0.0369,0.641,0.0,0.2,0.288,78.714,4,"dance pop, pop"
477,Christina Aguilera,Stripped,Beautiful,67,238560,False,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,4,"dance pop, pop"
478,Christina Aguilera,Stripped,Dirrty (feat. Redman),66,298853,False,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,4,"dance pop, pop"
479,Christina Aguilera,Stripped,Fighter,65,245960,False,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,4,"dance pop, pop"
480,Christina Aguilera,Mi Reflejo,Pero Me Acuerdo de Tí,65,265733,False,0.679,0.474,6,-6.323,1,0.0294,0.546,0.00149,0.373,0.197,117.947,4,"dance pop, pop"
481,Alec Benjamin,Narrated For You,Let Me Down Slowly,82,169353,False,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4,"alt z, pop, pov: indie"
482,Alec Benjamin,Narrated For You,If We Have Each Other,74,181522,False,0.656,0.577,10,-5.566,0,0.0802,0.698,0.0,0.296,0.861,173.094,4,"alt z, pop, pov: indie"
483,Alec Benjamin,Narrated For You,Water Fountain,73,218893,False,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,4,"alt z, pop, pov: indie"
484,Alec Benjamin,Narrated For You,If I Killed Someone For You,70,185122,False,0.514,0.605,7,-5.363,1,0.0337,0.774,2.91e-06,0.121,0.409,120.894,4,"alt z, pop, pov: indie"
485,Alec Benjamin,(Un)Commentary,Devil Doesn’t Bargain,70,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,"alt z, pop, pov: indie"
486,Alec Benjamin,Narrated For You,Boy In The Bubble,67,181705,False,0.817,0.578,11,-7.579,0,0.0824,0.224,0.00103,0.251,0.851,143.982,4,"alt z, pop, pov: indie"
487,Alec Benjamin,Let Me Down Slowly (feat. Alessia Cara),Let Me Down Slowly (feat. Alessia Cara),64,169174,False,0.655,0.569,1,-5.018,0,0.0349,0.716,7.4e-06,0.135,0.44,150.267,4,"alt z, pop, pov: indie"
488,Alec Benjamin,12 Notes,I Sent My Therapist To Therapy,62,180923,False,0.691,0.698,5,-6.201,0,0.108,0.303,7.39e-06,0.412,0.631,76.005,4,"alt z, pop, pov: indie"
489,Alec Benjamin,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)","Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",62,156187,False,0.702,0.616,6,-4.903,1,0.326,0.686,0.0,0.145,0.507,80.482,4,"alt z, pop, pov: indie"
490,Alec Benjamin,Narrated For You,Outrunning Karma,62,188850,False,0.416,0.649,11,-5.271,0,0.0385,0.655,2.82e-06,0.12,0.474,112.482,4,"alt z, pop, pov: indie"
491,Aerosmith,Aerosmith,Dream On,82,267596,False,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,4,"album rock, classic rock, hard rock, rock"
492,Aerosmith,I Don't Want To Miss A Thing EP,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",76,299723,False,0.39,0.649,2,-5.163,1,0.0345,0.172,0.0,0.216,0.144,121.161,4,"album rock, classic rock, hard rock, rock"
493,Aerosmith,Toys In The Attic,Walk This Way,75,220310,False,0.653,0.73,5,-10.613,1,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,4,"album rock, classic rock, hard rock, rock"
494,Aerosmith,Toys In The Attic,Sweet Emotion,73,274088,False,0.379,0.76,9,-10.961,1,0.0378,0.00298,0.0296,0.104,0.491,99.436,4,"album rock, classic rock, hard rock, rock"
495,Aerosmith,Get A Grip,Crazy,73,316826,False,0.348,0.848,6,-4.674,0,0.0396,0.0454,0.0,0.143,0.486,162.189,4,"album rock, classic rock, hard rock, rock"
496,Aerosmith,Get A Grip,Cryin',70,308560,False,0.452,0.813,9,-4.45,1,0.0319,8.31e-05,0.0381,0.274,0.539,105.757,4,"album rock, classic rock, hard rock, rock"
497,Aerosmith,Permanent Vacation,Dude (Looks Like A Lady),68,265773,False,0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,4,"album rock, classic rock, hard rock, rock"
498,Aerosmith,Get A Grip,Amazing,65,355915,False,0.305,0.803,0,-4.668,1,0.0412,0.0495,0.000315,0.329,0.282,139.381,4,"album rock, classic rock, hard rock, rock"
499,Aerosmith,Permanent Vacation,Angel,62,308906,False,0.239,0.819,3,-3.583,1,0.0393,0.304,0.0,0.0855,0.439,171.449,4,"album rock, classic rock, hard rock, rock"
500,Aerosmith,Just Push Play,Jaded,62,215823,False,0.518,0.866,9,-4.476,1,0.0509,0.00413,1.93e-05,0.246,0.671,117.983,4,"album rock, classic rock, hard rock, rock"
501,Aly & AJ,Insomniatic,Potential Breakup Song,63,219773,False,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,4,"dance pop, girl group, post-teen pop"
502,Aly & AJ,Potential Breakup Song,Potential Breakup Song,55,218333,True,0.554,0.901,6,-4.139,0,0.0384,0.000493,0.000291,0.0867,0.537,157.987,4,"dance pop, girl group, post-teen pop"
503,Aly & AJ,a touch of the beat gets you up on your feet gets you out and then into the sun,Slow Dancing,50,267880,False,0.701,0.455,7,-9.0,1,0.0296,0.568,0.242,0.114,0.312,113.992,4,"dance pop, girl group, post-teen pop"
504,Aly & AJ,Insomniatic,Like Whoa,50,150826,False,0.703,0.806,8,-4.974,0,0.0555,0.00935,0.00056,0.0948,0.844,120.996,4,"dance pop, girl group, post-teen pop"
505,Aly & AJ,Into The Rush,Walking On Sunshine,46,233733,False,0.65,0.961,9,-3.208,1,0.0392,0.0131,0.0,0.0725,0.943,108.992,4,"dance pop, girl group, post-teen pop"
506,Aly & AJ,Into The Rush,Rush,46,191733,False,0.548,0.815,2,-5.218,0,0.0409,0.0175,8.9e-06,0.127,0.212,129.963,4,"dance pop, girl group, post-teen pop"
507,Aly & AJ,Insomniatic,Chemicals React - Remix,43,175920,False,0.5,0.889,11,-4.541,1,0.0676,0.0014,0.0,0.0781,0.428,132.713,4,"dance pop, girl group, post-teen pop"
508,Aly & AJ,Into The Rush,Do You Believe In Magic,42,134066,False,0.555,0.909,5,-2.738,1,0.0356,0.153,2.87e-06,0.129,0.785,138.983,4,"dance pop, girl group, post-teen pop"
509,Aly & AJ,Into The Rush,No One,40,177560,False,0.457,0.577,7,-5.351,1,0.0264,0.00643,0.000315,0.0813,0.321,158.597,4,"dance pop, girl group, post-teen pop"
510,Aly & AJ,a touch of the beat gets you up on your feet gets you out and then into the sun,Pretty Places,39,319400,False,0.577,0.798,2,-5.037,1,0.0365,0.0963,0.0788,0.311,0.413,128.0,4,"dance pop, girl group, post-teen pop"
511,USHER,Confessions (Expanded Edition),Yeah! (feat. Lil Jon & Ludacris),85,250373,False,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
512,USHER,Raymond v Raymond (Expanded Edition),DJ Got Us Fallin' In Love (feat. Pitbull),83,220800,False,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
513,USHER,Confessions (Expanded Edition),My Boo,81,223440,False,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
514,USHER,Raymond v Raymond (Expanded Edition),Hey Daddy (Daddy's Home),78,224093,False,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
515,USHER,8701,U Remind Me,73,266893,False,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
516,USHER,Confessions (Expanded Edition),Burn,73,231933,False,0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
517,USHER,Here I Stand,Love in This Club (feat. Young Jeezy),72,259720,False,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
518,USHER,Confessions (Expanded Edition),Confessions Part II,72,211200,False,0.845,0.467,1,-7.674,1,0.138,0.0586,0.0,0.0694,0.702,138.007,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
519,USHER,Raymond v Raymond (Expanded Edition),OMG (feat. will.i.am),69,269493,False,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
520,USHER,My Way,You Make Me Wanna...,70,219120,False,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,4,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
521,AFI,DECEMBERUNDERGROUND,Miss Murder,70,206586,False,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
522,AFI,Sing The Sorrow,Girl's Not Grey,59,190493,False,0.389,0.904,8,-4.494,0,0.0355,0.00844,0.000155,0.124,0.67,121.863,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
523,AFI,All Hallows EP,The Boy Who Destroyed The World,52,185360,False,0.232,0.978,4,-5.766,0,0.0836,3.5e-05,0.00395,0.321,0.578,163.712,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
524,AFI,DECEMBERUNDERGROUND,Prelude 12/21,52,94466,False,0.678,0.658,3,-9.133,0,0.0481,0.0753,0.0,0.125,0.616,75.017,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
525,AFI,Sing The Sorrow,Silver And Cold,52,250706,False,0.408,0.839,3,-4.543,0,0.0369,0.00258,6.96e-06,0.333,0.37,131.521,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
526,AFI,Sing The Sorrow,The Leaving Song Pt. II,50,211040,False,0.512,0.82,3,-5.971,0,0.0303,0.00143,0.00143,0.104,0.602,88.977,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
527,AFI,The Art Of Drowning,The Days Of The Phoenix,50,207693,False,0.396,0.986,11,-4.467,0,0.0574,0.000981,0.000409,0.23,0.546,110.72,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
528,AFI,DECEMBERUNDERGROUND,Love Like Winter,50,165653,False,0.592,0.914,10,-4.753,0,0.0468,0.000259,0.000139,0.0452,0.524,120.032,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
529,AFI,Sing The Sorrow,Dancing Through Sunday,50,146666,False,0.554,0.98,3,-2.849,0,0.0947,0.00291,0.0,0.279,0.643,114.078,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
530,AFI,AFI,Totalimmortal,47,164360,False,0.482,0.968,4,-3.678,0,0.0816,0.00139,0.000347,0.157,0.559,101.022,4,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
531,Alex Warren,Carry You Home,Carry You Home,85,166880,False,0.525,0.66,10,-7.094,1,0.111,0.468,3.3e-06,0.128,0.458,123.787,4,"gen z singer-songwriter, singer-songwriter pop"
532,Alex Warren,Before You Leave Me,Before You Leave Me,79,176178,False,0.702,0.84,4,-5.382,1,0.0657,0.151,0.0,0.081,0.639,120.035,4,"gen z singer-songwriter, singer-songwriter pop"
